tic,toi,cps,ra,dec,tmag,vmag,jmag,smass,sradius,t_eff,evol,ast_det,d,ruwe,rv,rv_err,rot_per,rot_amp,vsini,rhk,shk,per,per_err,epoch,t14,rp,sinc,mp,sig_id,significance,kexp,n_rv,template,h,counts,texpmin,twithoverheads,nobs,ttothr,hexp,priority,pipeline,disp,public_comments,tks_comments,vetting,ao_vet,hires_prv,apf_prv,prv_plan,hires_next_run_notes,nobs_goal_keck,min_cadence_keck,exp_keck,texp_keck,n_shots_keck,n_visits_night_keck,nobs_goal_apf,min_cadence_apf,exp_apf,texp_apf,n_shots_apf,n_visits_night_apf,hires_complete,apf_complete
317548889,480.01,39688,88.378664,-16.264964000000,6.8,7.3,6.3,1.20,1.50,6213,MS,0.18,55,1.0,5.13,0.02,8.61,0.00,,,,6.866196,0.00157,1469.56584,3.6,3.0,533,9.5,1,12.3,2.8,,0,,250,0.9,4.0,60,4.0,,,spoc,CPC,centroid shift may be smaller than reported,"dV=6.7 sep=35"" E",passed,passed,no,no,"vsini ~ 9 km/s, too hard for small-K drop",occassional in Jan/Feb (AH 1/19),30,120,250,,3,1,,,0.1,,,,,
453211454,509.01,63935,117.924970,9.386054000000,7.9,8.6,7.3,0.98,0.96,5560,MS,0.05,49,1.1,-20.23,0.01,5.53,0.00,,,,18.119809,0.00215,1494.44573,3.7,3.1,44,10.0,1,19.8,2.5,,3,,250,3.1,5.1,60,5.1,,,spoc,PC,Looks like a transit signal but there is a possible single secondary at 1506 need to check multi-sector data.,"2 (strong) transits with gap between. There's another blip that's near one of the data gaps, but it's not likely a secondary eclipse because it's comparable in depth to the primary transit. If it was an EB with similar depths, you'd expect a V-shaped transits, which it's not. dV=7.0 sep=21"" N. relevant to multiple science cases,  possible grazing transit associated with 22-day RV period tc. Possible interest in CHEOPS proposal from Lauren.",passed,passed,yes,yes,"relevant to multiple science cases,  possible grazing transit associated with 22-day RV period tc. Continue to observe at high cadence with APF and HIRES. Increase target APF S/N",nightly in Jan/Feb (AH 1/19),60,30,250,500,3,1,30,,0.1,,1,1,,
407966340,554.01,25463,60.747939,9.208501000000,6.4,6.9,5.9,1.25,1.43,6338,MS,0.19,46,1.1,28.06,0.20,6.05,0.00,,,,7.048602,0.00151,1442.61925,3.3,2.8,491,8.2,1,11.3,2.3,,3,,250,0.7,4.0,60,4.0,,,spoc,CPC,Gaia DR2 R = 1.4 R_Sun; period might be twice (14.1 day).,"noisy transit but high priority; high Teff, clear field",passed,passed,yes,yes,"Relevant to multiple TKS programs, APF RVs phasing up with Grand-pipeline",nightly in Jan/Feb (AH 1/18),60,30,250,500,3,1,30,,0.1,,1,1,,
101011575,560.01,73583,129.688588,-13.256682000000,8.6,9.7,7.6,0.75,0.63,4695,MS,0.05,32,1.0,20.53,0.25,7.25,0.00,,,,6.397438,0.00047,1517.69142,2.1,2.9,46,8.8,1,25.9,3.7,,2,,250,8.5,10.5,60,10.5,,,spoc,VPC,,"textbook transit. Gaia RV consistent with TRES. NRES low VsinI. HARPS has 27 RVs. WASP claims a 12 rotation modulation. Teo checked the raw detrended photometry with TESS.. There is clear photometric variability, but the not obviously 12 days. dV=3.1 sep=26"" SE",passed,passed,no,no,activity too high to warrant burning a bunch of time,,,,250,,,,,,0.1,,,,,
377064495,561.01,T000561,148.185590,6.216373000000,9.5,10.3,8.9,0.95,0.84,5440,MS,0.05,86,1.1,79.54,0.56,,,,,,10.781327,0.00932,1527.05526,4.9,3.2,63,10.3,1,9.5,3.1,,1,,250,14.6,16.6,60,16.6,,,spoc,PC,period may be an integer multiple,3 planets!  Great system -- we have 17 RVs so far.  Some worry that USP signal shows centroid offset anomaly. Molly performed a preliminary three planet RV fit and there is a three-sigma USP. clear field,passed,passed,yes,yes,"TKS-Multi, TKS-USP, TKS-Atmospheres: continue to observe at high cadence",nightly (multi-shots) in Jan/Feb (AH 1/18),60,30,250,1200,1,1,30,,0.1,,1,1,,
377064495,561.02,T000561,148.185590,6.216373000000,9.5,10.3,8.9,0.95,0.84,5440,MS,0.05,86,1.1,79.54,0.56,,,,,,0.446547,0.00006,1517.49812,1.4,1.6,4395,3.1,2,9.1,2.7,,1,,250,14.6,16.6,60,16.6,,,spoc,CPC,USP,"3 planets!  Great system -- we have 17 RVs so far.  Some worry that USP signal shows centroid offset anomaly. Molly performed a preliminary three planet RV fit and there is a three-sigma USP. candidate 2 may be contamination from nearby star, clear field",passed,passed,yes,yes,,nightly (multi-shots) in Jan/Feb (AH 1/18),60,30,250,,1,1,30,,0.1,,1,1,,
377064495,561.03,T000561,148.185590,6.216373000000,9.5,10.3,8.9,0.95,0.84,5440,MS,0.05,86,1.1,79.54,0.56,,,,,,16.371650,0.00671,1521.85024,3.5,2.8,36,8.2,3,9.1,2.1,,1,,250,14.6,16.6,60,16.6,,,spoc,PC,clean transit affected by heavy gapping from candidate .02 at 0.4 days,3 planets!  Great system -- we have 17 RVs so far.  Some worry that USP signal shows centroid offset anomaly. Molly performed a preliminary three planet RV fit and there is a three-sigma USP. clear field,passed,passed,yes,yes,,nightly (multi-shots) in Jan/Feb (AH 1/18),60,30,250,,1,1,30,,0.1,,1,1,,
413248763,562.01,GL357,144.006800,-21.660800000000,8.7,10.9,7.3,0.35,0.36,3490,MS,0.05,9,1.1,-34.58,0.10,,,,,,3.930792,0.00027,1517.99967,1.3,1.3,15,2.4,1,16.5,1.9,,0,,250,26.7,28.7,60,28.7,,,spoc,P,,"dV=5.2 sep=2.8"" N, dV=5.5 sep=5.8"" SW",passed,n/a,pause,pause,stop observing; 5-sigma masses for all planets,nightly in Jan/Feb (AH 1/21),60,120,250,,,,,,0.1,,,,,
55092869,664.01,93396,161.707262,-9.399004000000,7.3,8.0,6.6,,2.79,5326,SG,1.00,99,1.0,35.23,0.12,3.84,0.00,,,,4.736094,0.00023,1544.34145,7.1,15.0,1417,36681.0,1,74.7,,,0,,60,0.5,4.0,60,4.0,,,spoc,KP,KELT 11b,"Achontos, P seismology ~ 1.  HD 93396 = KELT-11 = TOI-664. clear field",passed,passed,yes,yes,"low cadence, monthly",,,,60,,3,1,30,,0.1,,1,1,,
124573851,669.01,T000669,158.900634,-5.181666000000,10.2,10.6,9.6,1.00,0.99,5625,MS,0.05,143,1.1,51.99,0.29,,,,,,3.948678,0.00181,1546.13680,3.4,3.0,369,9.1,1,9.6,3.7,,1,,250,20.2,22.2,60,22.2,,,spoc,PC,,"Solid detection. SNR is a little low. Would help if TESS observed. Gaia RV and TRES RV marginally consistent. Low vsini makes it challenging RM target, clear field",passed,passed,yes,yes,"With 6 RVs, they are phasing up at around neptune mass, most accessible in the summer, summer paper",nightly in January (AH 1/4),60,30,250,900,1,1,30,,0.1,,1,1,,
33595516,849.01,T000849,28.715404,-29.421828000000,11.5,12.0,10.8,0.91,0.92,5311,MS,0.05,226,1.0,10.15,1.05,6.32,0.00,,,,0.765660,0.00015,1384.01956,1.5,3.5,2406,12.1,1,17.0,9.0,,1,,60,17.2,19.2,60,19.2,,,qlp,VPC,flat-bottomed,clear field,passed,passed,,,,,,,60,,,,,,0.1,,,,,
177722855,971.01,T000971,107.421572,-11.328954000000,10.5,11.2,9.8,1.03,1.37,5743,SG,0.05,230,0.8,82.58,0.36,,,,,,2.389330,0.00116,1492.26650,4.8,3.4,1473,11.4,1,16.0,5.4,,1,,60,8.1,10.1,60,10.1,,,qlp,PC,shoulders on ingress and egress,"dV=6.4 sep=3.1"" N, dV=5.9 sep=6.2"" SW",passed,passed,yes,no,"TKS-evolved, observe at high cadence for 2 day planet re-eval at 20 RVs",,,,60,500,1,1,,,0.1,,,,,
122220263,1134.01,T001134,290.020843,36.637706000000,9.0,9.5,8.5,1.23,1.65,6277,MS,0.05,171,0.9,-16.43,3.07,,,,,,,,1688.52795,7.1,18.7,,47138.9,1,129.0,,,0,,60,1.8,4.0,60,4.0,,,qlp,STPC,Single transit,"dV=6.3 sep=13"" S, dV=8.0 sep=21"" N, dV=6.0 sep=36"" NW, single transit looks good",failed,passed,,,,,,,60,,,,,,0.1,,,,,
154872375,1135.01,HIP62908,193.395514,85.129473000000,9.0,9.5,8.5,1.16,1.15,6121,MS,0.05,114,1.1,-21.27,0.46,5.19,0.01,,,,8.028020,0.00035,1684.15163,4.5,9.6,248,66.9,1,75.9,19.4,,0,,250,7.6,9.6,60,9.6,,,spoc,VPC+,,"dV=4.4 sep=42"", Prot=5d",do not observe,n/a,no,no,"Drop, 65m/s scatter at APF, challenging visibility, vsini = 11, AWH, you're welcome to try to rescue",,,,250,,,,,,0.1,,,,,
142276270,1136.01,T001136,192.184889,64.855319000000,8.9,9.5,8.4,1.03,0.98,5767,MS,0.05,85,1.0,6.91,0.33,8.75,0.02,,,,12.518414,0.00269,1686.06669,4.1,4.9,84,21.5,1,16.2,5.8,,0,,250,7.5,9.5,60,9.5,,,spoc,CPC,potential L1 in multi-planet system,"clear field, Prot=7.5d",passed,passed,yes,yes,"Relevant to multiple programs, compelling transits, high-activity, increase exposure time at APF, continue observing at high-cadence at HIRES, must re-eval after high-cadence run.",nightly in January (AH 1/4),100,30,250,600,1,1,30,,0.5,,1,1,,
142276270,1136.02,T001136,192.184889,64.855319000000,8.9,9.5,8.4,1.03,0.98,5767,MS,0.05,85,1.0,6.91,0.33,8.75,0.02,,,,6.256742,0.00111,1688.71699,3.5,3.2,211,10.5,2,12.1,3.6,,0,,250,7.5,9.5,60,9.5,,,spoc,CPC,multi,"clear field, Prot=7.5d",passed,passed,yes,yes,,nightly in January (AH 1/4),,,250,600,1,1,30,,0.1,,1,1,,
142276270,1136.03,T001136,192.184889,64.855319000000,8.9,9.5,8.4,1.03,0.98,5767,MS,0.05,85,1.0,6.91,0.33,8.75,0.02,,,,26.321864,0.00269,1699.38531,5.2,4.3,31,16.8,3,8.8,3.6,,0,,250,7.5,9.5,60,9.5,,,spoc,PC,possible multi,"clear field, Prot=7.5d",passed,passed,yes,yes,,nightly in January (AH 1/4),,,250,600,1,1,30,,0.1,,1,1,,
160268701,1143.01,T001143,182.539366,77.352246000000,8.6,9.1,8.1,1.27,2.24,6379,MS,0.05,192,1.9,4.84,3.08,,,,,,11.196020,0.00096,1694.07875,4.3,13.0,662,317.8,1,40.0,77.3,,0,,60,1.2,4.0,60,4.0,,,qlp,SB1,,"dV=2.5 sep=66.3"" NE, dV=-2.2 sep=153"" NW, RUWE=1.91",do not observe,n/a,no,no,SB1,,,,60,,,,,,0.1,,,,,
28230919,1144.01,HTR155-001,297.709364,48.080860000000,8.5,9.5,7.6,0.77,0.76,4778,MS,0.05,38,1.0,-63.24,0.26,10.30,0.00,,,,4.887823,0.00025,1687.20612,2.4,5.4,101,25.2,1,114.4,11.3,,1,,125,3.5,5.5,60,5.5,,,spoc,KP,HAT-P-11 b,"low SNR, dV=5.6, sep=11.2"" N",passed,passed,,,,,,,125,,,,,,0.1,,,,,
349827430,1148.01,KELT-24,161.909796,71.655877000000,7.92,8.34,7.4,1.25,1.55,6321,MS,0.10,97,1.0,-6.14,0.48,,,,,,5.55111,0.00014,1684.82189,4.3,15.7,786.5,38504.7,1,126.3,11983.69,,0,,60,0.6,4.0,60,4.0,,,spoc,KP,KELT 24b,clear field,known planet,n/a,no,no,none,,,,60,,,,,,,,,,,
459970307,1154.01,T001154,254.924105,64.699109000000,9.3,10.0,8.8,1.02,0.93,5704,MS,0.05,94,0.9,-12.92,0.21,,,,,,21.743800,0.00976,1686.67104,4.2,2.3,35,6.0,1,10.0,1.4,,1,,250,11.1,13.1,60,13.1,,,qlp,PC,L1 candidate,"dT=5.5 sep=24"" NW, dV=5.2 sep=61"" SW",passed,passed,no,no,"Too active, drop, Active star (logR'HK = -4.55) makes for poor planet detectability",,,,250,,,,,,0.1,,,,,
458478250,1165.01,KELT-23A,232.146636,66.358762000000,9.8,10.3,9.2,1.07,0.96,5898,MS,0.05,126,0.9,-14.89,0.38,,,,,,2.255300,0.00002,1683.91383,2.3,14.6,849,35575.8,1,606.5,16571.8,,0,,60,3.7,5.7,60,5.7,,,spoc,KP,KELT-23 A b,"dV=6.0 sep=4.7""",known planet,n/a,no,no,drop no matches with TKS science,,,,60,,,,,,0.1,,,,,
232967440,1173.01,T001173,197.682344,70.768410000000,10.3,11.0,9.6,0.92,0.96,5322,MS,0.05,132,0.9,-45.66,1.50,,,,,,7.064560,0.00016,1688.71529,2.5,9.3,134,62.7,1,86.1,22.2,,0,,125,15.0,17.0,60,17.0,,,spoc,VPC+,Period must be ~ 7 days,"dV=5.5 sep=39.0"" NE, dV=0.2 sep=86.7"" SW, 0.8% contamination",passed,n/a,yes,no,"TKS-Atmospheres, period is actually 7 days, should have large K, so reduced exp to 60k",,30,,60,500,1,1,,,0.1,,,,,
154089169,1174.01,T001174,209.218133,68.618015000000,10.3,11.0,9.5,0.85,0.76,5077,MS,0.05,95,1.0,-9.57,0.33,,,,,,8.959600,0.00392,1690.05774,2.7,2.7,54,7.6,1,14.0,2.6,,0,,125,14.1,16.1,60,16.1,,,spoc,PC,Possible odd-even difference; possible L1 candidate,"clear field, SPOC report does not show odd/even variation",passed,passed,yes,yes,TKS-Shallow,,30,,60,,1,1,30,,0.1,,1,1,,
30329585,1175.01,T001175,289.238737,31.323769000000,10.2,10.6,9.6,1.20,1.27,6229,MS,0.05,217,0.9,-4.87,0.66,,,,,,7.503900,0.00192,1687.31837,3.0,6.3,345,33.1,1,17.0,9.5,,0,,30,2.5,4.5,60,4.5,,,qlp,PC,,"dV=4.4 sep=6.9"" E, dV=3.8 sep=22.8"" N, dV=4.4 sep=35.8"" E, dV=2.4 sep=39.8"" SE",passed,passed,no,,"100m/s linear trend -> binary? possible FP, drop",,,,30,,1,1,,,0.1,,,,,
148914726,1179.01,T001179,187.055970,67.239983000000,10.1,10.9,9.3,0.81,0.78,4944,MS,0.05,86,1.1,-22.79,0.33,,,,,,1.261430,0.00009,1683.41456,1.1,4.5,710,18.6,1,37.2,12.7,,0,,60,6.2,8.2,60,8.2,,,spoc,VPC,,"dV=1.3 sep=45.6"" E",passed,passed,no,no,"note: Active (R'hk = -4.703), out of transit variability that phases at orbital period, likely EB, AO revealed a faint companion 2.5"" away",,,,60,,,,,,0.1,,,,,
158002130,1180.01,T001180,214.553098,82.194044000000,10.1,11.0,9.2,0.75,0.73,4700,MS,0.05,72,1.1,-36.20,0.57,,,,,,9.692137,0.00344,1691.04824,2.8,3.1,35,10.0,1,14.1,3.6,,0,,60,7.1,9.1,60,9.1,,,spoc,VPC,followup in progress,"3 companions dV=3-4, sep=14-58"" E",passed,n/a,wait,no,"Get vetting spectrum and re-eval. Passed second vetting, modest activity",,,,60,,,,,,0.1,,,,,
229510866,1181.01,T001181,297.215873,64.354350000000,10.1,10.6,9.5,1.16,1.93,6122,SG,0.05,303,1.0,-28.05,0.71,,,,,,2.103240,0.00007,1684.40388,4.0,16.9,4105,41969.9,1,267.0,18973.4,,0,,60,4.7,6.7,60,6.7,,,qlp,VPC+,Possibly EB,"dV=4.2 sep=55"" E",failed,passed,,,possible RM target (Vsini = 10.8 km/s),,,,60,,,,,,0.1,,,,,
233087860,1184.01,T001184,272.203949,60.678190000000,9.9,11.0,9.0,0.71,0.69,4534,MS,0.05,59,1.1,-17.76,0.26,,,,,,5.748430,0.00255,1684.36099,1.6,2.3,58,6.0,1,23.0,2.7,,1,,125,14.4,16.4,60,16.4,,,qlp,PC,L1 planet candidate; check 3 other stars in the same pixel; follow-up continuing,"SPOC reports look good, dT=5.8 sep=4.9"" N",passed,passed,yes,,,,,,125,,1,1,,,0.1,,,,,
147950620,1194.01,T001194,167.820482,69.964708000000,10.48,11.30,9.8,0.92,0.99,5323,MS,0.05,150,1.1,-52.34,0.44,,,,,,2.31060,0.00007,1684.92353,1.6,8.7,642.3,56.5,1,83.8,28.91,,0,,60,9.2,11.2,60,11.2,,,spoc,VPC+,Possible EB,"dV=3.7 sep=20"" W",passed,passed,yes,yes,"perform jitter test and re-eval, reduce exposure level 125->60k",,,,60,600,1,1,30,,0.1,,1,1,,
203189770,1198.01,KELT-21,304.800021,32.581045000000,10.4,10.5,10.1,2.05,1.71,8324,MS,0.00,471,1.0,-13.00,1.00,,,,,,3.613260,0.00015,1686.84194,4.0,19.1,3678,48200.6,1,136.0,12434.8,,0,,60,4.3,6.3,60,6.3,,,qlp,KP,KELT 21b,,known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
99869022,1199.01,T001199,166.880694,61.352716000000,10.4,11.1,9.8,0.99,1.54,5618,SG,0.05,248,1.1,-18.59,0.35,,,,,,3.671660,0.00032,1686.25052,2.2,10.6,978,78.9,1,45.0,32.9,,0,,125,15.8,17.8,60,17.8,,,qlp,VPC+,,,passed,passed,no,no,none,,60,30,125,,,,,,0.1,,,,,
103633434,1235.01,T001235,152.215862,69.276546000000,9.92,11.50,8.7,0.61,0.63,3912,MS,0.05,40,1.0,-27.75,0.31,,,,,,3.44313,0.00082,1845.52039,2.1,2.0,58.0,4.6,1,11.6,2.72,,0,,125,22.9,24.9,60,24.9,,,spoc,CPC,Potential level one candidate,clear field,passed,passed,yes - template,no,"Get the template, re-eval RMS scatter, it's an expensive target so it needs a strong science case advocate",template + nightly in Jan/Feb (AH 1/19),,,125,900,1,1,,,0.1,,,,,
120757718,1236.01,TRES1,286.041048,36.632624000000,11.0,11.4,10.3,0.90,0.86,5243,MS,0.05,160,0.8,-20.40,0.44,,,,,,3.030032,0.00007,1686.38394,2.5,14.0,319,317.8,1,124.7,151.1,,2,,30,5.2,7.2,60,7.2,,,spoc,KP,TrES-1 b,"dV=6.1 sep=4.9"" SE, dV=6.3 sep=5.9"" NE, dV=4.1 sep=36"" NW, dV=0.3 sep=44.3""N",known planet,n/a,,,,,,,30,,,,,,0.1,,,,,
120960812,1237.01,K00244,286.638393,39.487877000000,10.3,10.8,9.8,1.20,1.48,6212,MS,0.05,243,1.0,-7.59,0.30,,,,,,12.726356,0.00434,1687.71669,2.4,5.6,228,27.1,1,7.4,6.6,,2,,125,11.7,13.7,60,13.7,,,spoc,KP,Kepler-25 c,dV=2.7 sep=8.4 W,known planet,n/a,,,,,,,125,,,,,,0.1,,,,,
153951307,1238.01,T001238,201.382398,68.836266000000,11.3,12.8,10.0,0.61,0.62,3853,MS,0.05,71,1.0,,,,,,,,3.293706,0.00089,1684.29465,1.7,2.4,57,6.5,1,13.4,3.9,,0,,60,36.5,38.5,60,38.5,,,spoc,PC,Check neighbors,"dT=7.7 sep=3.5"" S, dT=6.0 sep=8.7"" E",passed,passed,no,no,TKS-USPs except fainter than other interesting USPs not worth 40 hours of open shutter time,,,,60,,,,,,0.1,,,,,
153951307,1238.02,T001238,201.382398,68.836266000000,11.3,12.8,10.0,0.61,0.62,3853,MS,0.05,71,1.0,,,,,,,,0.764601,0.00006,1684.10279,1.0,1.4,400,2.5,2,7.6,2.4,,0,,60,36.5,38.5,60,38.5,,,spoc,PC,possible L1 candidate in multi system; SNR=7.4,"SNR=7.4, dT=7.7 sep=3.5"" S, dT=6.0 sep=8.7"" E",passed,passed,no,no,,,,,60,,,,,,0.1,,,,,
154716798,1239.01,T001239,158.012370,84.030367000000,10.72,11.63,10.0,0.89,0.79,5217,MS,0.05,127,0.8,1.81,0.44,,,,,,12.64010,0.00244,1694.03695,3.4,5.1,39.8,22.8,1,20.4,6.77,,0,,60,12.4,14.4,60,14.4,,,spoc,VPC,Small planet candidate,"clear field, Prot=12d",passed,passed,no,no,note: Porb close to Pstar + active,,,,60,,,,,,0.1,,,,,
198212955,1242.01,T001242,248.553282,60.196098000000,11.6,12.8,10.5,0.67,0.71,4255,MS,0.05,110,1.0,,,,,,,,0.381484,0.00006,1683.71114,0.9,1.9,1845,4.3,1,11.1,5.0,,0,,60,35.8,37.8,60,37.8,,,spoc,PC,Possible L1 candidate; very short period,"dV=4.2 sep=4.4"" N , no OoT offsets",do not observe,passed,no,no,"Better USP candidates available, drop",,,,60,,,,,,0.1,,,,,
219850915,1244.01,T001244,256.280253,69.519379000000,11.0,11.9,10.1,0.73,0.72,4599,MS,0.05,103,0.9,-34.10,0.97,,,,,,6.398386,0.00221,1684.96055,2.2,2.7,57,7.5,1,11.0,3.2,,0,,60,16.4,18.4,60,18.4,,,spoc,PC,Potentially a level one candidate,"dV=4 sep=42"" S",passed,passed,,,,,,,60,,,,,,0.1,,,,,
