radius_bin,insol_bin,st_Teff_bin,Effective Stellar Flux Value,Effective Temperature Value,Full TOI ID,K_amp,Orbital Period Value,Planet Equilibrium Temperature (K) Value,Planet Radius Value,Source Pipeline,TSM,TSM_Vmag_priority,V mag,X,X_priority,mass_flag,t_HIRES
4.0,3.0,1.0,32.86125607969404,3479.0,GJ 436 b,16.93675225380751,2.64388312,,4.17,,495.79800342502097,2.0,,,,1.0,
4.0,3.0,1.0,36.002370463267994,3600.0,GJ 3470 b,8.98599026383986,3.3366496,,4.57,,310.40213575289005,3.0,,,,1.0,
4.0,3.0,2.0,17.834524818152236,4826.33,HD 23472 b,5.339411721045244,17.667,,4.42,,159.1226393707608,3.0,,,,1.0,
4.0,3.0,3.0,77.7,5415.0,K2-32 b,5.620645096162379,8.991828,,4.96,,84.40661288967537,,,,,1.0,
4.0,3.0,3.0,83.0,6327.0,HD 106315 c,3.329231530322456,21.05704,,4.35,,77.87625526219799,,,,,1.0,
4.0,3.0,3.0,60.1,5625.0,K2-24 b,4.2244520032872925,20.889770000000002,,5.4,,62.81397834748086,,,,,1.0,
4.0,4.0,2.0,100.77,4780.0,HAT-P-11 b,11.59747550418559,4.88780244,,4.36,,192.60432348577743,3.0,,,,1.0,
4.0,4.0,2.0,150.0,4910.0,WASP-156 b,18.69978472113305,3.8361690000000004,,5.7170000000000005,,92.64385668003428,,,,,1.0,
4.0,4.0,3.0,341.809,5827.0,Kepler-105 b,1.9121205055613208,5.4122,,4.81,,149.48243765738366,,,,,1.0,
4.0,4.0,3.0,223.10386235481067,5527.0,HD 219666 b,6.174218069131017,6.03607,,4.71,,142.7711513645683,,,,,1.0,
4.0,4.0,3.0,210.172,6270.0,Kepler-25 c,3.71443241484006,12.7207,,5.2170000000000005,,71.82676122977209,,,,,1.0,
4.0,4.0,3.0,105.43023064854296,6069.0,EPIC 211945201 b,5.788108714158797,19.49221,,5.76,,55.77619457624317,,,,,1.0,
4.0,5.0,3.0,1245.431,5857.0,Kepler-4 b,9.304416180776602,3.21346,,4.002,,13.071986796649576,,,,,1.0,
5.0,1.0,2.0,0.3552704638703196,4450.0,Kepler-16 b,14.196089963614495,228.77599999999998,,8.449,,36.32799185142816,1.0,,,1.0,1.0,
5.0,2.0,3.0,1.962,5498.0,Kepler-30 d,2.8465091759770567,143.34394,,8.8,,21.0890968184848,2.0,,,2.0,1.0,
5.0,2.0,3.0,2.0019050047873117,5636.0,Kepler-47 d,2.188013241427796,187.36599999999999,,7.04,,12.712943874939569,3.0,,,3.0,1.0,
5.0,3.0,1.0,42.90499594825318,3724.0,HATS-6 b,63.296122203619525,3.3252725,,11.187,,135.82074364538877,,,,,1.0,
5.0,3.0,2.0,49.188496415968274,4430.0,WASP-107 b,17.494070653343044,5.72149,,10.536,,795.3580360073025,1.0,,,,1.0,
5.0,3.0,3.0,23.4,5625.0,K2-24 c,2.705628586475591,42.3391,,7.5,,164.06742805600268,3.0,,,,1.0,
5.0,3.0,3.0,67.7961745255115,5314.0,WASP-84 b,77.69537469554521,8.5234865,,10.559,,117.88106411198721,,,,,1.0,
5.0,3.0,3.0,74.06676014016021,5695.0,K2-287 b,25.073896194112983,14.893291,,9.494,,81.41679979394979,,,,,1.0,
5.0,4.0,2.0,139.62823972511472,4650.0,HAT-P-12 b,35.90757534100428,3.2130598,,10.749,,288.75389906583246,3.0,,,,1.0,
5.0,4.0,2.0,159.7126980549386,5079.0,HAT-P-26 b,8.168269040511866,4.23452,,7.062,,229.57261111799855,,,,,1.0,
5.0,4.0,2.0,149.34125008165515,4800.0,WASP-29 b,35.34407488226169,3.9227300000000005,,8.631,,212.61059096598098,,,,,1.0,
5.0,4.0,2.0,350.49556328360825,4900.0,WASP-145 A b,179.90667952029438,1.7690381000000002,,10.088,,116.95441950008856,,,,,1.0,
5.0,4.0,2.0,298.14754389167587,5185.0,HAT-P-3 b,89.26964930227535,2.8997,,10.536,,102.54673817508792,,,,,1.0,
5.0,4.0,2.0,342.92133648993683,5080.0,HD 221416 b,14.069317606297323,14.2767,,9.17,,98.73931367550527,,,,,1.0,
5.0,4.0,3.0,440.0,6050.0,WASP-166 b,10.409782727689628,5.4435400000000005,,7.062,,230.49727831229592,3.0,,,,1.0,
5.0,4.0,3.0,117.5599845540647,5310.0,WASP-139 b,13.917502123442665,5.924262000000001,,8.967,,203.31956480764887,,,,,1.0,
5.0,4.0,3.0,515.709204682792,5307.0,XO-2 N b,85.35109211791055,2.61586178,,11.130999999999998,,134.35553618280778,,,,,1.0,
5.0,4.0,3.0,182.48136930123337,5304.0,HATS-5 b,29.88506935262868,4.763387000000001,,10.223,,127.03023650934344,,,,,1.0,
5.0,4.0,3.0,797.0047827223157,5638.0,WASP-182 b,19.08014107537021,3.3769848,,9.528,,118.88793480251286,,,,,1.0,
5.0,4.0,3.0,233.48385835654446,5576.0,HD 89345 b,8.906972247628229,11.8143,,7.398,,114.07146826919701,,,,,1.0,
5.0,5.0,3.0,1314.0990615233993,6179.0,HD 149026 b,43.063832920256594,2.87589,,8.295,,172.87133794895283,,,,,1.0,
